,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부
0,1428.3,9480,8700,625.4,0,0,0,2,34200,17900,3,34200,12200,0,0,0,0,0,0,0,0,0,5,68400,17900,0,0,0,0,0,0,5,68400,17900,1260,1,누락없음,6,2019-09-25,야간,2019-09-25 4:48,수,안겹침,0,0,0,CS,평일
1,440.5,2460,2160,659.7,0,0,0,2,55000,27500,0,0,0,0,0,0,1,110879,110879,0,0,0,3,165879,110879,1,110879,110879,0,0,0,3,165879,110879,1020,1,누락없음,18,2019-09-25,주간,2019-09-24 17:01,화,안겹침,0,5,0,C,평일
2,601,3240,2880,855.6,7,102480,21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,102480,21600,0,0,0,7,102480,21600,0,0,0,1140,1,누락없음,19,2019-09-25,주간,2019-09-24 18:55,화,안겹침,0,8,0,A,평일
3,481,3300,2820,1016.7,4,76550,42900,2,81700,40850,0,0,0,0,0,0,0,0,0,0,0,0,6,158250,42900,0,0,0,4,76550,42900,2,81700,40850,420,1,중량누락,20,2019-09-25,주간,2019-09-25 5:18,수,안겹침,1,7,0,AC,평일
4,246,1380,1260,540.5,0,0,0,2,55000,27500,2,25054,12527,2,80050,42550,0,0,0,0,0,0,6,160104,42550,2,80050,42550,2,80050,42550,4,80054,27500,900,0,누락없음,17,2019-09-25,야간,2019-09-25 2:41,수,안겹침,0,1,0,ACS,평일
5,971.5,4440,4320,847.6,1,17000,17000,3,78850,27500,0,0,0,0,0,0,0,0,0,0,0,0,4,95850,27500,0,0,0,1,17000,17000,3,78850,27500,1320,0,누락없음,19,2019-09-26,주간,2019-09-25 18:38,수,겹침,0,7,1,AC,평일
6,2940.7,30540,30120,525.7,6,80880,13480,0,0,0,2,20700,10350,0,0,0,0,0,0,0,0,0,8,101580,13480,0,0,0,6,80880,13480,2,20700,10350,5640,0,누락없음,6,2019-09-26,야간,2019-09-26 7:02,목,안겹침,0,5,0,AS,평일
7,447.8,2340,2280,988.7,0,0,0,2,27300,13650,0,0,0,0,0,0,2,140729,110879,0,0,0,4,168029,110879,2,140729,110879,0,0,0,4,168029,110879,1500,0,누락없음,18,2019-09-26,주간,2019-09-25 16:29,수,겹침,0,3,1,C,평일
8,113.6,1320,1200,1072,0,0,0,0,0,0,0,0,0,0,0,0,1,110879,110879,0,0,0,1,110879,110879,1,110879,110879,0,0,0,1,110879,110879,300,0,누락없음,18,2019-09-26,야간,2019-09-26 13:03,목,겹침,0,4,1,C,평일
9,185,1020,960,1051.9,0,0,0,2,55000,27500,0,0,0,0,0,0,2,99200,49600,0,0,0,4,154200,49600,2,99200,49600,0,0,0,4,154200,49600,300,0,누락없음,19,2019-09-26,야간,2019-09-26 14:27,목,겹침,0,4,2,C,평일
10,42.6,180,120,1043.5,2,76550,42900,0,0,0,0,0,0,0,0,0,1,40850,40850,0,0,0,3,117400,42900,1,40850,40850,2,76550,42900,1,40850,40850,600,0,누락없음,20,2019-09-26,주간,2019-09-25 18:08,수,안겹침,1,6,0,AC,평일
11,115.4,840,780,1104.2,0,0,0,0,0,0,2,20700,10350,0,0,0,2,99200,49600,0,0,0,4,119900,49600,2,99200,49600,0,0,0,4,119900,49600,360,0,누락없음,19,2019-09-27,주간,2019-09-27 4:10,금,안겹침,0,4,0,CS,평일
12,396.1,2460,2400,541.4,0,0,0,0,0,0,0,0,0,0,0,0,4,150850,56100,0,0,0,4,150850,56100,4,150850,56100,0,0,0,4,150850,56100,7920,0,누락없음,17,2019-09-27,주간,2019-09-26 4:41,목,안겹침,0,6,0,C,평일
13,2612.1,14220,13980,615,1,17000,17000,5,67130,19300,0,0,0,0,0,0,0,0,0,0,0,0,6,84130,19300,0,0,0,1,17000,17000,5,67130,19300,7740,0,누락없음,20,2019-09-27,주간,2019-09-26 18:59,목,안겹침,0,3,0,AC,평일
14,515.5,3660,3600,937.8,0,0,0,2,34200,17900,0,0,0,0,0,0,0,0,0,0,0,0,2,34200,17900,0,0,0,0,0,0,2,34200,17900,780,0,누락없음,20,2019-09-27,야간,2019-09-27 18:45,금,안겹침,0,6,0,C,평일
15,5883.5,103080,83280,237.8,0,0,0,4,151150,48000,0,0,0,0,0,0,0,0,0,0,0,0,4,151150,48000,0,0,0,0,0,0,4,151150,48000,66780,0,누락없음,17,2019-09-30,주간,2019-09-28 11:01,토,안겹침,0,4,0,C,주말
16,123.4,780,720,824.8,0,0,0,2,63600,32500,1,51600,51600,0,0,0,0,0,0,0,0,0,3,115200,51600,0,0,0,0,0,0,3,115200,51600,480,0,누락없음,17,2019-09-30,야간,2019-09-30 16:46,월,겹침,0,4,1,CS,평일
17,695.6,3600,3540,643.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173703,173703,0,0,0,1,173703,173703,0,0,0,18660,0,강종누락,18,2019-09-30,주간,2019-09-27 1:26,금,안겹침,0,1,0,,평일
18,4448.6,32460,32160,356.2,0,0,0,5,148180,48000,0,0,0,0,0,0,0,0,0,0,0,0,5,148180,48000,0,0,0,0,0,0,5,148180,48000,130200,0,누락없음,19,2019-09-30,주간,2019-09-29 6:05,일,안겹침,0,4,0,C,주말
19,7417.8,104340,77220,357.1,0,0,0,9,124050,20900,0,0,0,0,0,0,0,0,0,0,0,0,9,124050,20900,0,0,0,0,0,0,9,124050,20900,92160,0,누락없음,20,2019-09-30,야간,2019-09-29 5:23,일,안겹침,0,2,0,C,주말
20,3928.6,25140,24480,45.5,0,0,0,5,77380,17500,0,0,0,0,0,0,0,0,0,0,0,0,5,77380,17500,0,0,0,0,0,0,5,77380,17500,312780,2,누락없음,6,2019-10-01,야간,2019-09-30 20:37,월,안겹침,0,8,0,C,주말
21,560.3,3900,3420,1093.9,0,0,0,6,169920,56800,0,0,0,0,0,0,0,0,0,0,0,0,6,169920,56800,0,0,0,0,0,0,6,169920,56800,420,2,누락없음,19,2019-10-01,주간,2019-09-30 18:43,월,겹침,0,5,3,C,평일
22,271.6,1440,1380,784.3,0,0,0,3,25770,8590,0,0,0,0,0,0,4,101400,25350,0,0,0,7,127170,25350,4,101400,25350,4,101400,25350,3,25770,8590,11820,0,누락없음,18,2019-10-01,주간,2019-09-30 13:26,월,안겹침,0,1,0,C,주말
23,2177.6,10620,10500,769.2,0,0,0,5,80800,27000,0,0,0,0,0,0,2,52700,26350,0,0,0,7,133500,27000,2,52700,26350,2,52700,26350,5,80800,27000,1200,0,누락없음,20,2019-10-01,야간,2019-10-01 5:19,화,안겹침,0,9,0,C,평일
24,158.3,1140,1080,944,0,0,0,0,0,0,1,51600,51600,0,0,0,0,0,0,0,0,0,1,51600,51600,0,0,0,0,0,0,1,51600,51600,360,0,누락없음,17,2019-10-01,주간,2019-10-01 6:10,화,안겹침,0,3,0,S,평일
25,134,840,780,861.2,0,0,0,0,0,0,0,0,0,0,0,0,3,171140,120440,0,0,0,3,171140,120440,3,171140,120440,3,171140,120440,0,0,0,360,0,누락없음,17,2019-10-02,야간,2019-10-02 10:24,수,안겹침,0,3,0,C,평일
26,522.4,2640,2580,477,0,0,0,0,0,0,0,0,0,2,48200,24100,1,120440,120440,0,0,0,3,168640,120440,3,168640,120440,3,168640,120440,0,0,0,4980,0,누락없음,17,2019-10-02,주간,2019-10-01 19:26,화,안겹침,0,1,0,AC,평일
27,575.7,2580,2520,819.8,0,0,0,3,74900,48000,0,0,0,0,0,0,0,0,0,0,0,0,3,74900,48000,0,0,0,0,0,0,3,74900,48000,7080,0,누락없음,19,2019-10-02,주간,2019-10-01 16:15,화,안겹침,0,6,0,C,평일
28,2121,13920,13800,569.3,7,94360,13480,2,32370,16185,0,0,0,0,0,0,0,0,0,0,0,0,9,126730,16185,0,0,0,7,94360,13480,2,32370,16185,1860,0,누락없음,6,2019-10-02,야간,2019-10-02 5:50,수,안겹침,0,5,0,AC,평일
29,398,2040,1980,736.7,0,0,0,0,0,0,0,0,0,0,0,0,5,128750,26350,0,0,0,5,128750,26350,5,128750,26350,5,128750,26350,0,0,0,1200,0,누락없음,18,2019-10-02,주간,2019-10-01 17:19,화,겹침,0,7,3,C,평일
30,1462.7,7200,7140,633.1,0,0,0,2,81700,40850,0,0,0,0,0,0,3,79050,26350,0,0,0,6,187100,40850,3,79050,26350,4,105400,26350,2,81700,40850,840,0,강종누락,18,2019-10-03,주간,2019-10-02 15:58,수,겹침,0,5,3,C,평일
31,363.4,3240,2940,1012,0,0,0,1,40850,40850,0,0,0,0,0,0,3,76050,25350,0,0,0,4,116900,40850,3,76050,25350,3,76050,25350,1,40850,40850,780,0,누락없음,18,2019-10-03,야간,2019-10-03 16:14,목,겹침,0,6,4,C,평일
32,615.6,3540,3300,920.9,0,0,0,2,35590,27000,0,0,0,0,0,0,1,26350,26350,0,0,0,3,61940,27000,1,26350,26350,1,26350,26350,2,35590,27000,780,1,누락없음,20,2019-10-03,주간,2019-10-02 6:36,수,겹침,0,7,1,C,평일
33,2599.8,22980,12240,897.7,0,0,0,8,100060,14375,0,0,0,2,38400,19200,0,0,0,0,0,0,10,138460,19200,2,38400,19200,2,38400,19200,8,100060,14375,840,3,누락없음,19,2019-10-03,주간,2019-10-02 18:18,수,안겹침,0,3,0,AC,평일
34,161.3,960,900,1054.2,0,0,0,2,28750,14375,0,0,0,0,0,0,1,173703,173703,0,0,0,3,202453,173703,1,173703,173703,0,0,0,3,202453,173703,540,0,누락없음,19,2019-10-04,주간,2019-10-03 15:52,목,겹침,0,10,2,C,평일
35,807.8,3600,3360,560,0,0,0,3,73220,40850,0,0,0,0,0,0,1,76964,76964,0,0,0,4,150184,76964,1,76964,76964,0,0,0,4,150184,76964,1980,0,누락없음,17,2019-10-04,야간,2019-10-04 3:30,금,안겹침,0,3,0,C,평일
36,1184.5,5880,5520,874.8,0,0,0,5,94920,27000,0,0,0,0,0,0,0,0,0,0,0,0,5,94920,27000,0,0,0,0,0,0,5,94920,27000,1140,1,누락없음,20,2019-10-04,주간,2019-10-03 18:45,목,겹침,0,3,1,C,평일
37,1283.3,7800,7680,147,7,94360,13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94360,13480,0,0,0,7,94360,13480,0,0,0,98160,0,누락없음,6,2019-10-04,야간,2019-10-04 2:42,금,안겹침,0,9,0,A,평일
38,118.3,900,840,899.8,0,0,0,1,40850,40850,0,0,0,0,0,0,2,50700,25350,0,0,0,3,91550,40850,2,50700,25350,2,50700,25350,1,40850,40850,600,0,누락없음,18,2019-10-04,주간,2019-10-04 6:39,금,겹침,0,4,3,C,평일
39,117.9,900,780,1063.9,0,0,0,1,40850,40850,0,0,0,0,0,0,0,0,0,0,0,0,1,40850,40850,0,0,0,0,0,0,1,40850,40850,2580,0,누락없음,18,2019-10-04,야간,2019-10-04 11:35,금,겹침,0,3,1,C,평일
40,3464.7,32280,31020,359.9,0,0,0,5,96170,32500,0,0,0,0,0,0,0,0,0,0,0,0,7,146370,32500,0,0,0,0,0,0,7,146370,32500,129840,0,강종누락,18,2019-10-07,주간,2019-10-06 13:05,일,안겹침,0,1,0,C,주말
41,5092.9,92820,72420,297.5,0,0,0,5,71340,23800,2,23270,12200,0,0,0,0,0,0,0,0,0,8,115460,23800,0,0,0,1,20850,20850,7,94610,23800,81480,0,강종누락,17,2019-10-07,야간,2019-10-06 4:29,일,안겹침,0,4,0,CS,주말
42,148.1,900,840,914.7,0,0,0,1,32500,32500,0,0,0,0,0,0,0,0,0,0,0,0,1,32500,32500,0,0,0,0,0,0,1,32500,32500,480,0,누락없음,18,2019-10-07,야간,2019-10-07 17:16,월,겹침,0,7,1,C,평일
43,313.5,1800,1740,1018.5,0,0,0,0,0,0,3,141900,59000,0,0,0,0,0,0,0,0,0,3,141900,59000,0,0,0,3,141900,59000,0,0,0,540,0,누락없음,20,2019-10-07,야간,2019-10-07 19:03,월,겹침,0,5,3,S,평일
44,7999.8,117180,99660,309.6,0,0,0,2,31300,15650,3,141900,59000,0,0,0,0,0,0,0,0,0,5,173200,59000,0,0,0,3,141900,59000,2,31300,15650,56580,0,누락없음,20,2019-10-07,주간,2019-10-05 6:59,토,안겹침,0,5,0,CS,주말
45,280.7,1440,1380,1019.1,0,0,0,1,173703,173703,0,0,0,0,0,0,0,0,0,0,0,0,1,173703,173703,0,0,0,0,0,0,1,173703,173703,19860,0,누락없음,19,2019-10-07,주간,2019-10-05 0:03,토,겹침,0,3,1,C,주말
46,1215.7,7380,7260,49.6,0,0,0,4,59880,14970,2,22000,11000,0,0,0,0,0,0,0,0,0,6,81880,14970,0,0,0,0,0,0,6,81880,14970,234180,0,누락없음,6,2019-10-08,주간,2019-10-07 14:48,월,안겹침,0,7,0,CS,주말
47,173.5,2280,2220,1011.1,0,0,0,2,29940,14970,2,22000,11000,0,0,0,0,0,0,0,0,0,4,51940,14970,0,0,0,0,0,0,4,51940,14970,240,0,누락없음,6,2019-10-08,야간,2019-10-08 16:59,화,겹침,0,6,2,CS,평일
48,129.5,900,840,1075,0,0,0,1,173703,173703,0,0,0,0,0,0,0,0,0,0,0,0,1,173703,173703,0,0,0,0,0,0,1,173703,173703,240,0,누락없음,19,2019-10-08,주간,2019-10-07 19:35,월,겹침,0,1,1,C,평일
49,3326.5,15780,15240,809.9,0,0,0,3,91540,61600,0,0,0,0,0,0,2,108200,54100,0,0,0,5,199740,61600,2,108200,54100,0,0,0,5,199740,61600,1140,0,누락없음,20,2019-10-08,야간,2019-10-08 6:03,화,안겹침,0,3,0,C,평일
50,3262.5,21060,20700,406.7,0,0,0,10,120230,25350,0,0,0,0,0,0,0,0,0,0,0,0,10,120230,25350,0,0,0,0,0,0,10,120230,25350,1560,0,누락없음,17,2019-10-08,야간,2019-10-08 7:36,화,안겹침,0,8,0,C,평일
51,792.3,6180,4860,947.8,0,0,0,1,32500,32500,1,59000,59000,0,0,0,0,0,0,0,0,0,2,91500,59000,0,0,0,1,59000,59000,1,32500,32500,420,4,누락없음,18,2019-10-08,주간,2019-10-08 4:39,화,안겹침,0,1,0,CS,평일
52,2777.9,19080,18900,515,0,0,0,6,91825,23800,0,0,0,0,0,0,0,0,0,0,0,0,6,91825,23800,0,0,0,0,0,0,6,91825,23800,3240,0,누락없음,6,2019-10-09,야간,2019-10-09 2:22,수,안겹침,0,4,0,C,평일
53,775.5,4380,4020,771.2,0,0,0,0,0,0,0,0,0,0,0,0,2,201215,124251,0,0,0,2,201215,124251,2,201215,124251,1,124251,124251,1,76964,76964,17940,1,누락없음,19,2019-10-09,야간,2019-10-08 13:36,화,안겹침,0,1,0,C,평일
54,162.7,1080,960,746.8,0,0,0,3,91540,61600,0,0,0,0,0,0,0,0,0,0,0,0,3,91540,61600,0,0,0,0,0,0,3,91540,61600,540,0,누락없음,17,2019-10-09,주간,2019-10-09 4:18,수,안겹침,0,10,0,C,평일
55,1218.3,7140,6060,733.3,0,0,0,6,95080,18600,1,59000,59000,0,0,0,0,0,0,0,0,0,7,154080,59000,0,0,0,1,59000,59000,6,95080,18600,720,2,누락없음,18,2019-10-09,주간,2019-10-08 15:33,화,겹침,0,2,1,CS,평일
56,715.1,3660,3600,814.5,0,0,0,1,25350,25350,0,0,0,0,0,0,0,0,0,4,89400,22850,5,114750,25350,4,89400,22850,0,0,0,5,114750,25350,1380,0,누락없음,20,2019-10-09,야간,2019-10-09 7:02,수,안겹침,0,5,0,CS,평일
57,189.5,1440,1260,1057.4,0,0,0,1,23800,23800,0,0,0,0,0,0,1,124251,124251,0,0,0,2,148051,124251,1,124251,124251,1,124251,124251,1,23800,23800,360,1,누락없음,19,2019-10-10,주간,2019-10-10 5:59,목,겹침,0,2,1,C,평일
58,171,960,900,1034.1,0,0,0,0,0,0,0,0,0,0,0,0,1,124251,124251,0,0,0,1,124251,124251,1,124251,124251,1,124251,124251,0,0,0,360,0,누락없음,19,2019-10-10,야간,2019-10-10 17:15,목,겹침,0,2,1,C,평일
59,1220.8,5640,5460,620.8,0,0,0,5,47100,13950,3,38000,12900,0,0,0,0,0,0,1,31600,31600,9,116700,31600,1,31600,31600,0,0,0,9,116700,31600,900,0,누락없음,18,2019-10-10,주간,2019-10-09 18:17,수,안겹침,0,7,0,CS,평일
60,1580.2,10020,9840,516.4,0,0,0,5,32000,6400,3,36600,12200,0,0,0,0,0,0,0,0,0,8,68600,12200,0,0,0,0,0,0,8,68600,12200,4020,0,누락없음,6,2019-10-10,야간,2019-10-10 7:04,목,안겹침,0,6,0,CS,평일
61,646.7,4980,4200,657.6,0,0,0,10,152370,20680,0,0,0,0,0,0,0,0,0,0,0,0,10,152370,20680,0,0,0,0,0,0,10,152370,20680,19500,0,누락없음,17,2019-10-11,주간,2019-10-09 23:26,수,안겹침,0,3,0,C,평일
62,1880.2,12480,12360,539.8,0,0,0,10,82300,8230,0,0,0,0,0,0,0,0,0,0,0,0,10,82300,8230,0,0,0,0,0,0,10,82300,8230,19980,0,누락없음,6,2019-10-11,야간,2019-10-11 4:49,금,안겹침,0,8,0,C,평일
63,2870.6,13620,13440,802.8,0,0,0,9,114490,15650,0,0,0,0,0,0,1,64000,64000,0,0,0,10,178490,64000,1,64000,64000,0,0,0,10,178490,64000,1860,0,누락없음,19,2019-10-11,야간,2019-10-11 2:18,금,안겹침,0,1,0,C,평일
64,494.3,2520,2400,600.1,0,0,0,5,71300,26200,3,36600,12200,0,0,0,0,0,0,0,0,0,8,107900,26200,0,0,0,0,0,0,8,107900,26200,1020,0,누락없음,18,2019-10-11,주간,2019-10-10 18:52,목,겹침,0,9,2,CS,평일
65,2975,30900,28860,403.6,0,0,0,6,76700,25950,0,0,0,0,0,0,0,0,0,0,0,0,6,76700,25950,0,0,0,0,0,0,6,76700,25950,110760,0,누락없음,18,2019-10-14,주간,2019-10-13 1:26,일,안겹침,0,8,0,C,주말
66,3310.9,30000,29400,437.8,0,0,0,2,105000,64000,1,59000,59000,0,0,0,0,0,0,0,0,0,3,164000,64000,0,0,0,1,59000,59000,2,105000,64000,147300,0,누락없음,19,2019-10-14,주간,2019-10-13 15:53,일,안겹침,0,10,0,CS,주말
67,6107.5,99240,81360,299,0,0,0,8,131950,26200,0,0,0,0,0,0,0,0,0,0,0,0,8,131950,26200,0,0,0,0,0,0,8,131950,26200,73500,0,누락없음,17,2019-10-14,주간,2019-10-12 12:58,토,안겹침,0,10,0,C,주말
68,94.4,840,780,979.2,0,0,0,3,92900,41000,0,0,0,0,0,0,0,0,0,0,0,0,3,92900,41000,0,0,0,0,0,0,3,92900,41000,420,0,누락없음,18,2019-10-14,야간,2019-10-14 13:05,월,안겹침,0,6,0,C,평일
69,4000.6,56280,48180,351.9,0,0,0,8,54860,8230,0,0,0,0,0,0,0,0,0,0,0,0,8,54860,8230,0,0,0,0,0,0,8,54860,8230,120180,0,누락없음,6,2019-10-14,야간,2019-10-13 15:36,일,안겹침,0,10,0,C,주말
70,1313.1,7260,7140,445.6,0,0,0,0,0,0,1,59000,59000,0,0,0,0,0,0,0,0,0,1,59000,59000,0,0,0,1,59000,59000,0,0,0,2202480,0,누락없음,13,2019-10-14,야간,2019-10-14 10:01,월,안겹침,0,4,0,S,주말
71,259.7,1680,1620,853.5,0,0,0,0,0,0,1,59000,59000,0,0,0,0,0,0,0,0,0,1,59000,59000,0,0,0,1,59000,59000,0,0,0,480,0,누락없음,13,2019-10-15,주간,2019-10-15 5:47,화,겹침,0,1,1,S,평일
72,86.6,840,780,979.4,0,0,0,3,92900,41000,2,28500,14250,0,0,0,0,0,0,0,0,0,5,121400,41000,0,0,0,2,28500,14250,3,92900,41000,420,0,누락없음,18,2019-10-15,야간,2019-10-15 6:23,화,겹침,0,3,2,CS,평일
73,3020.2,37380,33720,267.4,0,0,0,1,26200,26200,4,64250,22850,0,0,0,0,0,0,0,0,0,5,90450,26200,0,0,0,2,28500,14250,3,61950,26200,364980,3,누락없음,20,2019-10-15,주간,2019-10-14 10:25,월,안겹침,0,5,0,CS,주말
74,299.2,2100,1920,866.5,0,0,0,0,0,0,1,59000,59000,0,0,0,0,0,0,0,0,0,1,59000,59000,0,0,0,1,59000,59000,0,0,0,420,1,누락없음,13,2019-10-15,야간,2019-10-15 11:32,화,겹침,0,1,1,S,평일
75,1973.9,16560,16320,393.8,3,38350,15900,2,12800,6400,0,0,0,0,0,0,0,0,0,2,88200,44100,7,139350,44100,2,88200,44100,5,126550,44100,2,12800,6400,25920,1,누락없음,17,2019-10-15,야간,2019-10-15 1:49,화,안겹침,0,8,0,ACS,평일
76,356.1,2460,2040,915.4,0,0,0,3,116400,64000,0,0,0,0,0,0,0,0,0,0,0,0,3,116400,64000,0,0,0,0,0,0,3,116400,64000,780,1,누락없음,19,2019-10-15,주간,2019-10-14 18:50,월,겹침,0,3,1,C,평일
77,298.7,1860,1800,684.5,0,0,0,5,74800,25950,0,0,0,0,0,0,2,62950,33350,0,0,0,7,137750,33350,2,62950,33350,0,0,0,7,137750,33350,780,0,누락없음,17,2019-10-16,야간,2019-10-16 18:46,수,안겹침,0,7,0,C,평일
78,85,780,660,1032.7,0,0,0,1,17330,17330,0,0,0,0,0,0,3,178937,81737,0,0,0,4,196267,81737,3,178937,81737,0,0,0,4,196267,81737,360,0,누락없음,18,2019-10-16,야간,2019-10-16 3:00,수,안겹침,0,5,0,C,평일
79,245.6,1200,1140,981.2,0,0,0,5,92160,64000,0,0,0,0,0,0,0,0,0,0,0,0,5,92160,64000,0,0,0,0,0,0,5,92160,64000,660,0,누락없음,19,2019-10-16,주간,2019-10-15 18:23,화,겹침,0,3,1,C,평일
80,1054.4,5760,5640,440.4,0,0,0,2,51900,25950,0,0,0,0,0,0,0,0,0,0,0,0,2,51900,25950,0,0,0,0,0,0,2,51900,25950,9420,0,누락없음,13,2019-10-16,주간,2019-10-15 22:58,화,안겹침,0,1,0,C,평일
81,263.5,1560,1500,651.6,0,0,0,2,51900,25950,0,0,0,0,0,0,0,0,0,0,0,0,2,51900,25950,0,0,0,0,0,0,2,51900,25950,840,0,누락없음,13,2019-10-16,야간,2019-10-16 17:34,수,겹침,0,2,2,C,평일
82,2462.3,11880,11040,794.1,0,0,0,8,117330,25950,0,0,0,1,24100,24100,0,0,0,0,0,0,9,141430,25950,1,24100,24100,1,24100,24100,8,117330,25950,5040,1,누락없음,20,2019-10-16,주간,2019-10-15 17:25,화,안겹침,0,5,0,AC,평일
83,424.3,2160,1860,654.3,0,0,0,3,22900,8400,0,0,0,0,0,0,2,62950,33350,2,88200,44100,7,174050,44100,4,151150,44100,2,88200,44100,5,85850,33350,600,1,누락없음,17,2019-10-16,주간,2019-10-16 6:57,수,겹침,0,7,2,CS,평일
84,1114.6,4980,4500,820.9,0,0,0,3,44910,14970,0,0,0,0,0,0,3,131300,50600,0,0,0,6,176210,50600,3,131300,50600,0,0,0,6,176210,50600,480,1,누락없음,17,2019-10-17,야간,2019-10-17 6:53,목,안겹침,0,7,0,C,평일
85,183.6,1380,1320,792.2,0,0,0,2,51900,25950,0,0,0,0,0,0,0,0,0,0,0,0,2,51900,25950,0,0,0,0,0,0,2,51900,25950,480,0,누락없음,13,2019-10-17,주간,2019-10-17 4:34,목,안겹침,0,2,0,C,평일
86,4884.9,48240,47400,166.6,2,80050,42550,2,29940,14970,0,0,0,0,0,0,0,0,0,0,0,0,4,109990,42550,0,0,0,2,80050,42550,2,29940,14970,133440,2,누락없음,6,2019-10-17,야간,2019-10-16 15:23,수,안겹침,0,8,0,AC,평일
87,127.6,900,840,909.7,0,0,0,0,0,0,0,0,0,0,0,0,2,111337,81737,0,0,0,2,111337,81737,2,111337,81737,0,0,0,2,111337,81737,600,0,누락없음,18,2019-10-17,주간,2019-10-17 6:34,목,안겹침,0,4,0,C,평일
88,1097.6,5040,4920,888.6,0,0,0,2,63000,31500,0,0,0,0,0,0,2,91200,51600,0,0,0,4,154200,51600,2,91200,51600,0,0,0,4,154200,51600,960,0,누락없음,20,2019-10-17,주간,2019-10-16 19:17,수,안겹침,0,9,0,C,평일
89,361.9,2340,2220,643.2,0,0,0,2,51900,25950,0,0,0,0,0,0,0,0,0,0,0,0,2,51900,25950,0,0,0,0,0,0,2,51900,25950,900,0,누락없음,13,2019-10-17,야간,2019-10-17 17:06,목,겹침,0,2,2,C,평일
90,2720.4,12840,12600,728.8,0,0,0,9,133910,20050,0,0,0,1,19200,19200,0,0,0,0,0,0,10,153110,20050,1,19200,19200,1,19200,19200,9,133910,20050,7140,0,누락없음,19,2019-10-17,주간,2019-10-16 18:35,수,안겹침,0,5,0,AC,평일
